sentence,sentence_id,cue_span,scope_span,target
"Previous reports have suggested the CD28 stimulation contributes to the activation of the IL-2 promoter by up-regulating the activity of several transcription factors, including AP-1 and nuclear factor-kappaB (NF-kappaB)/Rel family members as well as an uncharacterized transcription factor called CD28 response complex.",9233628,NaN,NaN,0
This resurgence of I kappa B-alpha protein acts to restore an equilibrium in which NF-kappa B is again inhibited.,8460169,NaN,NaN,0
DNA damaging agents induce expression of Fas ligand and subsequent apoptosis in T lymphocytes via the activation of NF-kappa B and AP-1.,9660938,NaN,NaN,0
The hematopoietic transcription factor PU.1 is downregulated in human multiple myeloma cell lines.,7670114,NaN,NaN,0
"This inhibition is selective, as the activity of four other transcription factors, Oct-1, TBP, Sp1 and STAT 5 was not affected.",9348104/X1114.9.1,"[(114, 117)]","[33, 126]",1
"At present, it is unclear whether the lack of PU.1 expression and activity in human multiple myeloma cell lines represents a malignancy-associated defect in these cells or exemplifies a normal developmental regulation in terminally differentiated B cells.",7670114/X759.12.2,"[(38, 42)]","[38, 111]",1
"Therefore, inactivation of the IgH 3' enhancer is a multifactorial process affecting several transcription factors that control the cell-specific and developmental activity of the enhancer.",9188842,NaN,NaN,0
Protein kinase C is not a downstream effector of p21ras in activated T cells.,7843251/X790.1.1,"[(20, 23)]","[20, 76]",1
"AhR was expressed at high levels in monocytoid U937, THP1, and HEL/S cells, and at moderate levels in promyelocytic HL60 cells and erythroblastic HEL cells.",7788861,NaN,NaN,0
Northern analysis confirmed that expression of both mRNAs was reduced in cells with decreased numbers of VDR.,9783909,NaN,NaN,0
Analysis of the inactive X specific methylation at the androgen receptor gene showed unbalanced inactivation in the twins ' fibroblasts and in opposite directions.,8863162,NaN,NaN,0
"ATRA did not activate nuclear factor kappa B or signal transducer and activator of transcription (STAT) activation pathways, suggesting that an alternate mechanism is involved in IRF-1 gene activation.",8704165/X360.10.2,"[(9, 12)]","[9, 123]",1
Cloning of ARE-containing genes by AU-motif-directed display.,9828130,NaN,NaN,0
The thymic cellularity of these mice was significantly decreased.,9164919,NaN,NaN,0
"In particular, Tax is capable of modulating the expression or activity of various host transcription factors, including members of the NF-kappa B/Rel and CREB/ATF families, as well as the cellular factors HEB-1 and p67SRF.",8289813,NaN,NaN,0
Quantitative experiments comparing binding of these transcription factors to the IL-2 promoter are currently under investigation.,9428992,NaN,NaN,0
Afternoon ACTH and cortisol concentrations did not differ significantly between the three groups.,1652603/X53.4.1,"[(47, 50)]","[47, 96]",1
"Interference with the activation or activity of NF-kappa B may be beneficial in suppressing toxic/septic shock, graft-vs-host reactions, acute inflammatory reactions, acute phase response, and radiation damage.",8011280,NaN,NaN,0
"Both TPCK and TLCK inhibited LPS induction of TF protein, TF mRNA and TF promoter activity in a dose-dependent manner.",7929355,NaN,NaN,0
NF-kappaB activation is required for C5a-induced interleukin-8 gene expression in mononuclear cells.,10233875,NaN,NaN,0
"Various antioxidants, such as pyrrolidine dithiocarbamate, p-bromophenacyl-bromide and nordihydroguaiaretic acid could strongly reduce NF-kappaB translocation, demonstrating the importance of oxidative species in the transduction mechanism.",9032466,NaN,NaN,0
These results suggest that additional factor(s) are necessary for full ER function.,9428796,NaN,NaN,0
"Two of these regions, BR3 and BR4 located at positions -102 to -73, have not previously been described as regulators of IL-5 expression in T cells.",10359895/X600.9.1,"[(73, 76)]","[0, 146]",1
T-cell functional regions of the human IL-3 proximal promoter.,7826623,NaN,NaN,0
"GATA3, a member of the GATA family that is abundantly expressed in the T-lymphocyte lineage, is thought to participate in T-cell receptor gene activation through binding to enhancers.",8088776,NaN,NaN,0
"Further, complete activation of T cells requires at least two signals, one that stimulates an increase in intracellular calcium and one that stimulates enzymatic processes including kinases.",9680181,NaN,NaN,0
DeltaSpi-B product was not able to bind DNA and was recovered in cytoplasmic cellular extracts.,8670269/X937.8.1,"[(23, 26)]","[23, 43]",1
"Furthermore, inhibition by IFN could be blocked by cotreatment with actinomycin D and correlated temporally with induction of the JAK/STAT inhibitory gene, SOCS-1.",10485906,NaN,NaN,0
This induction of CAT activity was sensitive to dexamethasone.,1939341,NaN,NaN,0
Murine and human T-lymphocyte GATA-3 factors mediate transcription through a cis-regulatory element within the human T-cell receptor delta gene enhancer.,2017177,NaN,NaN,0
"Oct-2 mRNA induction during antigen-driven T-cell activation was blocked by cyclosporin A, as well as by protein synthesis inhibitors.",1620122,NaN,NaN,0
"The apparent high frequency of IL-12-nonresponsive Th cells within the allergen-specific populations in atopic patients predicts a limited skewing potential of IL-12 in the case of established Th2 responses, but only affecting newly recruited naive Th cells.",8906805,NaN,NaN,0
"In the TCR alpha beta lineage, however, the final gene rearrangement events are accompanied by rapid proliferation and an interruption in cellular response gene inducibility.",1386962,NaN,NaN,0
"Under these conditions, etoposide produced a biphasic activation of protein kinase C, which consisted in an early transient activation (from hours 1 to 6) of the membrane-bound enzyme followed by a later activation (hour 48) of the total, membrane-bound and cytosolic enzyme.",9057086,NaN,NaN,0
"As a likely consequence of these events, thrombin activated the nuclear factor NF-kB.",7510689,NaN,NaN,0
"In order to understand the relationship, if any, between expression of GATA-1, response to Epo and erythroid differentiation, we analyzed the expression of GATA-1, Epo-R and globin genes in an Epo-dependent human cell line, UT-7 Epo.",8513868,NaN,NaN,0
Both pathways were fully blocked by Bcl-2 or Bcl-X(L).,9840924,NaN,NaN,0
We report here that this activation of HIV replication takes place at the transcriptional level through activation of the Rel/NF-kappaB transcription factors.,9971788,NaN,NaN,0
"It can be deduced that the erythroid ALAS precursor protein has a molecular weight of 64.6 kd, and is similar in size to the previously isolated human housekeeping ALAS precursor of molecular weight 70.6 kd.",2050125,NaN,NaN,0
"Moreover, the inhibitors of serine proteases, N-alpha-tosyl-L-lysine chloromethyl ketone and N-alpha-tosyl-L-phenylalanine chloromethyl ketone, also blocked the cytolytic activity of NK cells against the sensitive target K562.",9155655,NaN,NaN,0
"Rel/NF-kappa B is a ubiquitous transcription factor that consists of multiple polypeptide subunits, and is subject to complex regulatory mechanisms that involve protein-protein interactions, phosphorylation, ubiquitination, proteolytic degradation, and nucleocytoplasmic translocation.",9299590,NaN,NaN,0
"In GH4C1 pituitary cells, T3SO4 failed to displace [125I]T3 from nuclear receptors in intact cells or soluble preparations.",1533227,NaN,NaN,0
"Moreover, when introduced into murine pro-B lymphocytes, the oncogenic E2A-HLF fusion protein reversed both interleukin-3-dependent and p53-mediated apoptosis.",8700228,NaN,NaN,0
We have characterized several 29-kDa proteins that are rapidly phosphorylated following exposure of intact human platelets to thrombin.,1763035,NaN,NaN,0
"METHODS: Methods used in this study include DNase I footprint assays, electrophoretic mobility shift assays, and functional analysis by mammalian cell transfection involving deletion analysis and site-directed mutagenesis.",10359895,NaN,NaN,0
T cell activation and ensuing cellular gene activation can be critical for HIV-1 replication.,9075924,NaN,NaN,0
Therefore we investigated CTCF expression and phosphorylation during induced differentiation of human myeloid leukemia cells.,10037138,NaN,NaN,0
"DR3 signal transduction is mediated by a complex of intracellular signaling molecules including TRADD, TRAF2, FADD, and FLICE.",8875942,NaN,NaN,0
"Moreover, the mechanism of action of BHRF1 resembled that of Bcl-2 and Bcl-xL as it inhibited TNF- and anti-Fas-induced activation of two enzymes participating in the apoptosis pathway, cytosolic phospholipase A2 and caspase-3/CPP32, but did not interfere with the activation of NF-kappaB-like transcription factors.",9311830/X1097.7.1,"[(242, 245)]","[242, 315]",1
"The transmembrane domains are well conserved, but there is striking sequence divergence of the carboxy-terminal cytoplasmic domain essential for B-cell immortalization and interaction with the tumor necrosis factor receptor signaling pathway.",8892903,NaN,NaN,0
Comparison of the transactivation domains of Stat5 and Stat6 in lymphoid cells and mammary epithelial cells.,9199300,NaN,NaN,0
"E2-stimulated ER+ cells were more susceptible to lysis by LAK cells than corresponding TAM-treated or control cells, while treatment of ER- cells with either E2 or TAM alone did not alter from control their susceptibility to this immune-mediated lysis.",1734946/X100.4.1,"[(178, 181)]","[178, 251]",1
"The TCR-mediated activation of NF-kappaB was also dependent on a Ca2+ influx, because the Ca2+ channel blocker, SK&F 96365, as well as other agents that prevented the Ca2+ influx, inhibited NF-kappaB activation.",8955173,NaN,NaN,0
"Gangliosides prepared from RCC supernatants, as well as the purified bovine gangliosides G(m1) and G(d1a), suppressed NFkappaB binding activity in T cells and reduced expression of the cytokines IL-2 and IFN-gamma.",10491412,NaN,NaN,0
"In contrast, cotransfection with a combination of NF-kappa B and AP-1 significantly augmented transcription from the GM-CSF promoter containing the GM-kappa B/GC-box and the CLE0 (AP-1/NF-AT).",8135780,NaN,NaN,0
These observations suggest that v-abl may be inhibiting the differentiation of B cells by blocking these two crucial elements in the maturation pathway.,7945272,NaN,NaN,0
We propose the common pathway as the simplest way of accounting for the common requirements and properties of the signaling pathway.,7526398,NaN,NaN,0
IL-1 receptor and TCR signals synergize to activate NF-kappa B-mediated gene transcription.,7718519,NaN,NaN,0
"Forced expression of SOCS-1 in a macrophage cell line, RAW264, markedly suppressed trans-activation of an IL-4-inducible reporter as well as IL-6- and IFN-gamma-induced reporter gene activity.",10485906,NaN,NaN,0
